FOKONTANY_;COMMUNE_NA
Ankilimitraha;Sampona
Ankilimanara;Sampona
Ankilimalaindio I;Sampona
Sampona Centre;Sampona
Nasambola;Sampona
Ambolokohy Anatolily;Sampona
Andravolasoa;Sandrakatsy
Ambohimarina;Sandrakatsy
Mahamamo;Sandrakatsy
Andapatenina;Sandrakatsy
Iary;Sandrandahy
Ambolo;Sandrandahy
Tsarafidy;Sandrandahy
Ambolotarakely;Sandrandahy
Andongoabe;Sandrandahy
Ambohibeloma;Sandrandahy
Ambalafeno;Sandrandahy
Ikototany;Sandrandahy
Ambohipananana;Sandrandahy
Boba;Sandrandahy
Ambalatany;Sandrandahy
Ambanifieferana;Sandrandahy
Zafindrenikobe;Sandrandahy
Fisakatsiavadika;Sandrandahy
Amoronimania;Sandrandahy
Marovahona;Sandrandahy
Anivorano;Sandrandahy
Amboaimena;Sandrandahy
Sandrandahy;Sandrandahy
Ambohibary;Sandrandahy
Zafindrazokarivo;Sandrandahy
Ambohimahazo;Sandrandahy
Zafindratsinarivo;Sandrandahy
Zafindriantsambo I;Sandrandahy
Andriamahadimby;Sandrandahy
Maroamboka;Sandrohy
Sandrohy;Sandrohy
Tanambao Sud;Sandrohy
Sahanavaka II;Sandrohy
Sahanavaka I;Sandrohy
Ambodimarohita;Sandrohy
Sarahandrano;Sarahandrano
Ambohimarina I;Sarahandrano
Andranofotsy;Sarahandrano
Mahavelona;Sarahandrano
Manantenina;Sarahandrano
Andranomananika;Sarahandrano
Mahasoa Anivorano;Sarahandrano
Saranambana;Saranambana
Beangaka;Saranambana
Ambilona;Saranambana
Ambolozatsy;Saranambana
Bekotro;Saranambana
Ampangamena;Saranambana
Ambahavala;Saranambana
Andongoza;Saranambana
Andranomiditra;Saranambana
Ambodilaitra;Saranambana
Ampandrana;Saranambana
Ambatrabe;Saranambana
Ambodihasina;Saranambana
Ihazomena;Saranambana
Antsiranana;Sarisambo
Anena;Sarisambo
Loharano;Sarisambo
Ankarinoro;Sarisambo
Mokala;Sarisambo
Anjanatanimena II;Sarisambo
Italy;Sarisambo
Amboavola;Sarisambo
Anjanatanimena I;Sarisambo
Mandanivatsy;Sarobaratra
Sarobaratra;Sarobaratra
Manonga;Sarobaratra
Masokoamena;Sarobaratra
Morarano Mitsakisa;Sarobaratra
Mandiamaiva;Sarobaratra
Androtra Est;Sarobaratra
Morafenokely;Sarobaratra
Anivorano;Sarobaratra
Mahiagogo;Sarobaratra
Tsarabanja;Sarobaratra
Ambohibengy;Sarobaratra
Sanganoro;Sarobaratra Ifanja
Tianarivo;Sarobaratra Ifanja
Morafeno;Sarobaratra Ifanja
Ambaiboho;Sarobaratra Ifanja
Ampefy;Sarobaratra Ifanja
Sarobaratra Ifanja;Sarobaratra Ifanja
Fialofa;Sarobaratra Ifanja
Bory;Sarodrano
Ankilitoka;Sarodrano
Sarodrano;Sarodrano
Andebadeba;Sarodrano
Andoharano;Sarodrano
Makaraingo;Sarodrano
Sahasoa II;Saromaona
Antsira;Saromaona
Anjinjamihoatra;Saromaona
Antsirabato;Saromaona
Ankoetrika;Saromaona
Ambodirotro;Saromaona
Vakoanina;Saromaona
Sahazono;Saromaona
Antanantsara;Saromaona
Marovatana;Saromaona
Anjiahely;Saromaona
Saromaona;Saromaona
Mahatsinjo;Saromaona
Fitana;Saromaona
Bevaho Ambararatabe;Satrokala
Antrobika;Satrokala
Manambaroa;Satrokala
Satrokala;Satrokala
Ambohitsimamory;Satrokala
Fanatolizamiary;Satrokala
Mandarano;Satrokala
Mihery Malama;Satrokala
Miary Malama;Satrokala
Anja Soatanimbary;Satrokala
Vohimalaza;Satrokala
Bemelo;Satrokala
Ampasimeloka;Savana
Ambohitsara I;Savana
Seranambary;Savana
Savana;Savana
Namoly Est;Sendrisoa
Beanana Sahafatra;Sendrisoa
Maroakoho;Sendrisoa
Beanana Centre;Sendrisoa
Vondrokely;Sendrisoa
Kilonjy Iava;Sendrisoa
Kilonjy Iray;Sendrisoa
Manakony;Sendrisoa
Moronarivo;Sendrisoa
Morafeno;Sendrisoa
Amindranjamanony;Sendrisoa
Fivanona;Sendrisoa
Namoly Mahavelo;Sendrisoa
Mahasoa;Sendrisoa
Namoly Ouest;Sendrisoa
Namoly Centre;Sendrisoa
Belindo Analahova;Sihanamaro
Ehavo;Sihanamaro
Agnorike;Sihanamaro
Taranake;Sihanamaro
Benonoka;Sihanamaro
Kotovelo;Sihanamaro
Savilava;Sihanamaro
Silimosa;Sihanamaro
Ankilimiharatse;Sihanamaro
Imantsaky;Sihanamaro
Imontombe;Sihanamaro
Sihanamitohy Marolava;Sihanamaro
Manja Soaloka;Sihanamaro
Miandra;Sihanamaro
Analamasy;Sihanamaro
Antanandava;Sihanamaro
Ankazomanga;Sihanamaro
Ambohitse;Sihanamaro
Terabovo;Sihanamaro
Andramanera;Sihanamaro
Analaisoke;Sihanamaro
Itondrake;Sihanamaro
Eraho;Sihanamaro
Morafeno;Sihanamaro
Ankiliabo Nord;Sihanamaro
Analahova Andranomaro;Sihanamaro
Analamanoy;Sihanamaro
Ianakafy;Sihanamaro
Mangatsiaka;Sitampiky
Sitampiky;Sitampiky
Antsoherikely;Sitampiky
Mahabe;Sitampiky
Sarodrano;Sitampiky
Marobongo;Sitampiky
Ambodimanga;Sitampiky
Ambalavary;Sitampiky
Manongarivo;Sitampiky
Bejabora;Sitampiky
Antsoha;Sitampiky
Ambalasatrana;Sitampiky
Ambararata;Sitampiky
Nosi Be;Sitampiky
Tondraka;Sitampiky
Majeramanga;Sitampiky
Manakana;Sitampiky
Antafia;Sitampiky
Ampamofo;Sitampiky
Besely;Sitampiky
Mandanivatsy;Sitampiky
Bemonto;Soahany
Betakilotra;Soahany
Soahany;Soahany
Besara Ambony;Soahany
Bemia;Soahany
Mokotibe;Soahany
Tsianaloka;Soahany
Iharanany Andrefana;Soaindrana
Lalazana Ambony;Soaindrana
Sahamena;Soaindrana
Lalazana Ambany;Soaindrana
Imarotavy;Soaindrana
Ambodijoho;Soakibany
Soakibany;Soakibany
Bearahotra;Soakibany
Antaramihery;Soakibany
Fasikendry;Soakibany
Mahasoa Ikiro;Soakibany
Amboangy;Soakibany
Antanimavo;Soalala
Baly;Soalala
Bekomanga;Soalala
Soalala;Soalala
Belafika;Soalala
Antsakoamileka;Soalala
Anjiamaloto;Soalala
Antamboho;Soalala
Ambarinanahary;Soalala
Antanambao;Soalala
Bebao;Soalala
Madiromileka;Soalala
Amboroka;Soalala
Beravina;Soalandy
Tsararirinina;Soalandy
Lailava Ouest;Soalandy
Lailava Est;Soalandy
Ankadivoribe;Soalandy
Ambatomanoina Lovasoa;Soalandy
Soalandy;Soalandy
Ambohimasimbola;Soalandy
Ankaranila;Soalara Sud
Antanambao;Soalara Sud
Soalara Bas;Soalara Sud
Tsirafaly;Soalara Sud
Ankilimivony Maromainty;Soalara Sud
Androtohoke;Soalara Sud
Soalara Haut;Soalara Sud
Vohitsoa;Soalazaina
Andranobe Sahafoy;Soalazaina
Ambatobe;Soalazaina
Soalazaina;Soalazaina
Mahatsara;Soalazaina
Ambararata;Soaloka
Ampasindava;Soaloka
Ambonara Nord;Soaloka
Ambalabe;Soaloka
Ampanihikely;Soaloka
Ankiseny;Soaloka
Ambodiriana;Soaloka
Bedriatra;Soaloka
Morafeno;Soaloka
Soaloka;Soaloka
Ambalarano;Soaloka
Andolobe;Soaloka
Ambalakazaha;Soaloka
Maroaboaly;Soaloka
Ampanihy Est;Soaloka
Mandrosoa;Soamahamanina
Andranomahavelona;Soamahamanina
Antairoka;Soamahamanina
Soamahamanina;Soamahamanina
Ambatomainty;Soamahamanina
Antanetibe Ouest;Soamahamanina
Ambatomainty I;Soamanonga
Manintsy II;Soamanonga
Behomby;Soamanonga
Bevinda;Soamanonga
Bevato;Soamanonga
Betsirevo Bas;Soamanonga
Soamanonga I;Soamanonga
Besakoa;Soamanonga
Ampipitsy;Soamanonga
Betsirevo Haut;Soamanonga
Sakoamaro;Soamanonga
Vohimariry;Soamanonga
Ambotaky;Soamanonga
Soamanonga II;Soamanonga
Sakoambe;Soamanonga
Beroanga;Soamanonga
Vohipotsy Avaradrano;Soamanonga
Sakoatelo Bis;Soamanonga
Sakoatelo;Soamanonga
Vohipotsy Sud I;Soamanonga
Vohipotsy II;Soamanonga
Marofototsy;Soamanonga
Beroanga I;Soamanonga
Ambatomainty Haut;Soamanonga
Ambatomainty II;Soamanonga
Amboasary;Soamanonga
Amboasary Mitsinjo;Soamanonga
Madioandro;Soamanova
Sanasemba;Soamanova
Eteny;Soamanova
Mahela;Soamanova
Maroroka;Soamanova
Mavogisy;Soamanova
Maronosy;Soamanova
Andrera;Soamatasy
Mangona;Soamatasy
Ambinany Antaly;Soamatasy
Ankelilaly;Soanenga
Andranonakanga;Soanenga
Sambaokofa;Soanenga
Andranojongy;Soanenga
Ankarefo;Soanierana
Analahova;Soanierana
Andranara;Soanierana
Lafiatsinanana;Soanierana
Soanierana;Soanierana
Andramaka;Soanierana
Andatsadrano;Soanierana Ivongo
Andratambe;Soanierana Ivongo
Sahazahana;Soanierana Ivongo
Sahaka;Soanierana Ivongo
Andavaniobe;Soanierana Ivongo
Ambinanisakana;Soanierana Ivongo
Ankobalava;Soanierana Ivongo
Sahamalaza;Soanierana Ivongo
Antsaribe;Soanierana Ivongo
Ambodivoanio;Soanierana Ivongo
Andilankely;Soanierana Ivongo
Ampasimbola;Soanierana Ivongo
Anjahamarina;Soanierana Ivongo
Anamborano;Soanierana Ivongo
Antsiragavo;Soanierana Ivongo
Ambinany;Soanierana Ivongo
Tanambao Matsokely;Soanierana Ivongo
Menatany;Soanierana Ivongo
Vohilava;Soanierana Ivongo
Analatsifaka;Soanierana
Antanetibe;Soanierana
Ankarahara;Soanierana
Soarano;Soanierana
Ankazondrano;Soanierana
Analamarina;Soanierana
Antanikatsaka;Soanindrariny
Antsapanimahazo Fianarana;Soanindrariny
Tsaramody;Soanindrariny
Bemasoandro;Soanindrariny
Ambodiala;Soanindrariny
Antambiazona;Soanindrariny
Antanimasaka;Soanindrariny
Est Tendro;Soanindrariny
Manarintsoa Sud;Soanindrariny
Soanindrariny;Soanindrariny
Soanafindra;Soanindrariny
Ambatolampy;Soanindrariny
Fierenantsoa;Soanindrariny
Ambatomitsinjo;Soaserana
Ihela Bas;Soaserana
Fanatera;Soaserana
Ambatomitikitsy II;Soaserana
Kalambo;Soaserana
Soaserana;Soaserana
Belamoty;Soaserana
Marosavoa Haut;Soaserana
Belamoty Andafindrano;Soaserana
Mitsinjo;Soaserana
Ankotika;Soaserana
Ankotika II;Soaserana
Ampanonona;Soaserana
Antanile;Soaserana
Miary Soalengo;Soaserana
Antevamena;Soaserana
Vohimary;Soaserana
Fenoarivo Tsienimboay;Soaserana
Soaserana;Soaserana
Anderika;Soaserana
Sonjoandrano;Soatanana
Ampolatany;Soatanana
Ambalalovana;Soatanana
Soatanana;Soatanana
Ambalatsileo;Soatanana
Iarinarivo;Soatanana
Ambalamarina Tsianda;Soatanana
Samilahy;Soatanana
Tandemoka;Soatanana
Marokibo;Soavary
Maroroy;Soavary
Soavary;Soavary
Andriambe;Soavary
Beventihazo;Soavary
Ankadinanahary;Soavimbazaha
Soavimbazaha;Soavimbazaha
Bemananony;Soavimbazaha
Bemahatazana;Soavimbazaha
Vangaina;Soavimbazaha
Voenana;Soavina
Ambalakinana;Soavina
Fitamantsina;Soavina
Ikatelo;Soavina
Ilovoka;Soavina
Miadakofeno;Soavina
Ambinda;Soavina
Soavina;Soavina
Soanafindra;Soavina
Malaindromisotra;Soavina
Lovasoa Tsihadino;Soavina
Andranomalaza;Soavina
Tsaramandroso;Soavina
Tanamahalana;Soavina
Vatotokana;Soavina
Itaty;Soavina
Namoniana;Soavina
Ambanivohitra;Soavina
Vahilava;Soavina
Ambihivy;Soavina
Soavina;Soavina
Analapanga;Soavina
Ambohitrambo;Soavina
Marolaona;Soavina
Soavina;Soavina
Ambohitsara;Soavina
Alakamisy;Soavina
Morarano;Soavina
Antanety;Soavina
Manakana I;Soavina
Marofototra;Soavina
Ampasimbola;Soavina
Ambalavia;Soavina
Ambodivoangy I;Soavina
Ambohimalaza;Soavina
Analamazava I;Soavina
Marosika II;Soavina
Ambalakondro;Soavina
Sahandrarezona;Soavina
Vohijanahary;Soavina
Soavina;Soavina
Ambinanihafotra;Soavina
Marovato II;Soavina
Ambaninambato;Soavina
Vohibola;Soavina
Ambalavero I;Soavina
Maroharatra;Soavina
Betampona II;Soavina
Sahamahitsy I;Soavina
Sahanimborona;Soavina
Tsaralazaina;Soavina
Ampasimaniona;Soavina
Ampitabe I;Soavina
Andranobe I;Soavina
Ambalavero II;Soavina
Ambalavero II;Soavina
Ambohimanatrika;Soavinandriana
Fierenana Est;Soavinandriana
Ambohimanarivo;Soavinandriana
Rangaina;Soavinandriana
Tsarasaotra;Soavinandriana
Amboahangy;Soavinandriana
Soavinandriana;Soavinandriana
Andasinimiaramila;Soavinandriana
Ambohidava;Soavinandriana
Mahatsinjo;Soavinandriana
Andakana;Soavinandriana
Ampahimanga;Soavinandriana
Miavotra;Soavinandriana
Mampiherika;Soavinandriana
Andranomanoa;Soavinandriana
Androhimainty;Soavinandriana
Ambohidanerana;Soavinandriana
Ambohitraina;Soavinandriana
Fidasiana;Soavinandriana
Antorapasika;Soavinandriana
Tanjombato;Soavinandriana
Ambohimiarintsoa;Soavinandriana
Ambohitraivo;Soavinandriana
Faralaza;Talatamaty
Leobondro;Tameantsoa
Soavinandriana Ambony;Soavinandriana
Antsahalavabe;Soavinandriana
Antranoroa;Soavinandriana
Ambatombositra;Soavinandriana
Avaratsena;Soavinandriana
Ambodivontaka;Tsarasambo
Tsarasambo;Tsarasambo
Marofaria;Tsarasambo
Ambohipierenana;Tsarasaotra
Ampandrana;Tsarasaotra
Sahafaray;Tanibe
Tongarivo Mandroso;Tanjombato
Ankeniheny Miray Hina;Tanjombato
Ambohimanatrika Mivoatra;Tanjombato
Tsarazaza;Tsarasaotra
Ambohipia;Tsarasaotra
Miarinarivo;Tsarasaotra
Tsarasaotra;Tsarasaotra
Tranolava;Tsarasaotra
Andonabe;Tsaravinany
Ambohimandroso;Tsaravinany
Tsaravinany;Tsaravinany
Ambohimandiny;Tsaravinany
Ambodihazovelona;Tsaravinany
Marolaona;Tsiroanomandidy Fihaonana
Amparihibe;Tsiroanomandidy Fihaonana
Morafeno Nord;Tsiroanomandidy Fihaonana
Antsahabe;Tsiroanomandidy Fihaonana
Tsaratanana;Tsiroanomandidy Fihaonana
Eboro;Tameantsoa
Laniry;Tameantsoa
Ankilimary;Tameantsoa
Bekotika;Tameantsoa
Lazarivo;Tameantsoa
Tanambao Bemoky;Tameantsoa
Belitsaky;Tongobory
Ambatomitsangana;Tongobory
Besatra;Tongobory
Ampandramaro;Tongobory
Ihotry;Tongobory
Andraketa;Tongobory
Tongobory;Tongobory
Satrapotsy;Tongobory
Antevamena;Tongobory
Vohibe;Tongobory
Tovona;Tovona
Sarahambendra;Tovona
Sahafatra;Tovona
Bemahala;Tovona
Anaviavy;Tovona
Fenoarivo;Tovona
Tsararano;Tsararano
Andranomangatsiaka;Tsararano
Tsiasesy;Tsararano
Bekalila;Tsararano
Bevary;Tsararano
Matsitso;Tsararova
Ambatomboromahery;Tsararova
Ambohimiarina;Tsararova
Mandanilasiray;Tsararova
Ambarijeby;Tsararova
Miadandririnina;Tsararova
Mahatsinjo;Tsararova
Androfiabe;Tsararova
Tanambao;Tsararova
Tsararova;Tsararova
Tsitiasofina;Tsararova
Ampaho;Tsarasambo
Mahanoro;Vanono
Marovoara;Vanono
Tsaratanana;Vanono
Sahavia;Vanono
Fanorahana;Vanono
Vanono;Vanono
Ankoba II;Vanono
Antanambao Sahavalanina;Vanono
Madiorano;Vanono
Anjiabe;Vanono
Analanantsiaka;Vanono
Ambodimanga II;Vanono
Amparihy Bara;Vasiana
Beakanga;Vasiana
Vasiana;Vasiana
Ambatolahihazo;Vasiana
Ambolofotsy;Vavatenina
Kimanambolo Sud;Veromanga
Tetezananahary;Veromanga
Veromanga;Veromanga
Ambovona Atsimo;Viliahazo
Anosimanjaka;Viliahazo
Andriankely;Viliahazo
Ambahona;Viliahazo
Antsahakely;Viliahazo
Ambohidrano Atsinanana;Viliahazo
Andranohandrona;Viliahazo
Ambohitompo;Viliahazo
Tsaramandroso Morafeno;Vinaninony Atsimo
Ambohimanarivo;Vinaninony Atsimo
Mananetivohitra;Vinaninony Atsimo
Mavoroa;Bemokotra
Antanandava;Bemokotra
Maevarano;Bemokotra
Anjiakely;Bemokotra
Bemokotra;Bemokotra
Anosikely;Bemokotra
Ambodisakoa;Bemokotra
Amborokontsy;Bemokotra Sud
Antsafy;Bemokotra Sud
Ankerabe;Bemokotra Sud
Sarodrano;Bemokotra Sud
Bemokotra Sud;Bemokotra Sud
Ankoromokoty;Bemokotra Sud
Benato Toby;Benato Toby
Sambalahy;Benato Toby
Ambinda Sud;Benato Toby
Ambatovita;Benato Toby
Benonoky;Ivondro
Sahatsoro;Ivondro
Mahatsinjo;Mahatsinjo
Ambalabe Mahatsara;Mahatsinjo
Faravohitra;Mahatsinjo Est
Mahatsinjo Est;Mahatsinjo Est
Ankazondandy;Mahatsinjo Est
Bongavato;Mahatsinjo Est
Ampotaka Atsimo;Mahatsinjo
Manjakavaradrano;Mahatsinjo
Mamoriarivo;Mahatsinjo
Morarano;Mahatsinjo
Andranovelona;Mahatsinjo
Sahavoara;Mahatsinjo
Ambohimanana;Soavinandriana
Ambohibary;Soavinandriana
Fiantsonana;Soavinandriana
Ampiakarana;Soavinandriana
Ambohimita;Soavinandriana
Merikandrefana;Soavinandriana
Tamoronala Firaisana;Soavinandriana
Manoroanja;Soavinandriana
Ampitsaharana;Soavinandriana
Sahapetraka;Soavinandriana
Anosilava;Soavinandriana
Tearomizaha;Solila
Ambalamahatsara;Solila
Ambatovory;Solila
Fihasinana;Solila
Ipaka;Solila
Ankazomanga;Solila
Kirano;Solila
Soanierana;Solila
Solila;Solila
Ambodinato;Sorombo
Nosivelo;Sorombo
Belongoza;Sorombo
Ankarimalaza;Sorombo
Sandrarafa;Sorombo
Maroala;Sorombo
Ampasina;Sorombo
Ambolosy;Sorombo
Manjarivo;Sorombo
Maroantova;Sorombo
Ampitabao;Sorombo
Sahalapa;Sorombo
Ampataka;Sorombo
Ampitabe;Sorombo
Fenoarivo;Sorombo
Andranombary;Sorombo
Taindambo;Taindambo
Manaotsara;Taindambo
Ambalasarotra;Taindambo
Ambatomena;Taindambo
Maromangaika;Taindambo
Sevaina;Taindambo
Marodinta;Talata Ampano
Mahatsanda;Talata Ampano
Langela;Talata Ampano
Iharanany Atsinanana;Talata Ampano
Vohidroa;Talata Ampano
Tanandava;Talata Ampano
Tanjombita;Talata Ampano
Ialadalangy;Talata Ampano
Ambohijafy;Talata Angavo
Amboanjo;Talata Angavo
Sarodrivotra;Talata Angavo
Ambohimasina;Talata Angavo
Amberobe;Talata Angavo
Mangasoavina;Talata Angavo
Maharidaza;Talata Angavo
Manontanitsiloza;Talata Angavo
Talata Angavo;Talata Angavo
Androva Atsimo;Talata Angavo
Ambohimanarina;Talata Angavo
Tsaramasoandro;Talata Angavo
Sahamandresy;Talata Vohimena
Tsararano;Talata Vohimena
Ranomafana;Talata Vohimena
Namirana;Talata Vohimena
Matoka;Talata Vohimena
Vohimena Andrefana;Talata Vohimena
Talata Vohimena;Talata Vohimena
Sahafatra;Talata Vohimena
Ambalamanandray;Talata Vohimena
Ambohitrantenaina;Talata Volonondry
Tsarahonenana;Talata Volonondry
Ambohibao;Talata Volonondry
Ambatomitsangana;Talata Volonondry
Antanambao;Talata Volonondry
Ambodifahitra;Talata Volonondry
Ambatomahamanina;Talata Volonondry
Falimanjaka;Talata Volonondry
Ambohibary;Talata Volonondry
Andranotsimihozo;Talata Volonondry
Mamoriarivo;Talata Volonondry
Talata Volonondry;Talata Volonondry
Kelifaritra;Talata Volonondry
Ambohidrabiby;Talata Volonondry
Ambatondralambo;Talata Volonondry
Ambodiala;Talata Volonondry
Ampahidralambo;Talata Volonondry
Fonohasina;Talata Volonondry
Ampanataovana;Talata Volonondry
Tanjondava;Talatamaty
Mamory Miray Antoby;Talatamaty
Fitroafana;Talatamaty
Mandriambero;Talatamaty
Ranomay;Tameantsoa
Androvakely;Tameantsoa
Tameantsoa;Tameantsoa
Ambohipihaonana;Tamponala
Miaramanana;Tamponala
Ambohimanarivo;Tamponala
Ambalabararata;Tamponala
Amparihilava;Tamponala
Tamponala;Tamponala
Miaramasoandro;Tamponala
Ambatolampikely;Tamponala
Vohiteny;Tanakambana
Fanjakasoa;Tanakambana
Vohilava;Tanakambana
Nanarena;Tanakambana
Sahampaly;Tanakambana
Vohiboanjo;Tanakambana
Tanakambana;Tanakambana
Mafitoaka;Tanakambana
Tanandava;Tanamarina Bekisopa
Vohitsarana;Tanamarina Bekisopa
Bekisopa;Tanamarina Bekisopa
Soatanimbary;Tanamarina Bekisopa
Ionisoa;Tanamarina Bekisopa
Tanamarina;Tanamarina Bekisopa
Betokolava;Tanamarina Bekisopa
Tanamarina;Tanamarina Sakay
Antsamby;Tanamarina Sakay
Fompohony;Tanamarina Sakay
Ambalamahasoa;Tanamarina Sakay
Manomboarivo;Tanamarina Sakay
Tanamary;Tanamary
Tsihiriky;Tanamary
Andranomena;Tanamary
Ambatovory;Tanamary
Tanambao Besakay;Tanambao Besakay
Mandanivatsy;Tanambao Besakay
Anjiro;Tanambao Besakay
Andriambe;Tanambao Besakay
Andranomena;Tanambao Daoud
Anjala;Tanambao Daoud
Ambatamandry;Tanambao Daoud
Ambatomalaza;Tanambao Daoud
Mosorobe;Tanambao Daoud
Mosorokely;Tanambao Daoud
Ambodimandrorofo;Tanambao Daoud
Mahasoa;Tanambao Daoud
Tanambao Daoud;Tanambao Daoud
Andramanolotra;Tanambao Daoud
Ambodibonara;Tanambao Daoud
Antsahamazava;Tanambao Daoud
Ambodimanga;Tanambao Daoud
Marevokasara;Tanambao Haut
Betaly;Tanambao Haut
Befamoty;Tanambao Haut
Andromasy I;Tanambao Haut
Beadabo II;Tanambao Haut
Beadabo I;Tanambao Haut
Fenoarivo I;Tanambao Haut
Tanambao Satrapotsy;Tanambao Haut
Ankilimaroanaka;Tanambao Haut
Tanambao Ambony;Tanambao Haut
Besatra;Tanambao Haut
Betsimiranjana;Tanambao Marivorahona
Antsatrambalo;Tanambao Marivorahona
Isesy;Tanambao Marivorahona
Tanambao Marivorahona;Tanambao Marivorahona
Bobasatrana;Tanambao Marivorahona
Mahavelona;Tanambao Marivorahona
Ambodiampana;Tanambao Marivorahona
Marivorahona;Tanambao Marivorahona
Ananjaka;Tanambao Marivorahona
Ampasimadinika;Tanambao Rabemanana
Ambodiara;Tanambao Rabemanana
Tanambao Rabemanana;Tanambao Rabemanana
Vohitrarivo;Tanambao Rabemanana
Ampasinambo I;Tanambao Rabemanana
Tanambao Vahatrakaka;Tanambao Vahatrakaka
Vohibary;Tanambao Vahatrakaka
Antaramanana;Tanambao Vahatrakaka
Ampasimaventy;Tanambao Vahatrakaka
Sahafisaka;Tanambao Vahatrakaka
Ambohitria;Tanambe
Ambodiamontana;Tanambe
Antsiraka;Tanambe
Tanambe Avaradrano;Tanambe
Ambohitsiampiana;Tanambe
Tananasondrotra;Tanambe
Amborompotsy;Tanambe
Ambohimanarivo;Tanambe
Ambodiadabo;Tanambe
Manakana;Tanambe
Tanambe Atsimondrano;Tanambe
Tanananifololahy;Tanananifololahy
Amparihilava;Tanananifololahy
Ambohimanjaka;Tanananifololahy
Maroantova;Tanananifololahy
Tsaratanimbary;Tanananifololahy
Belamoty Ikovy;Tanandava
Sakara Haut;Tanandava
Sakara Bas;Tanandava
Morafeno Ambony;Tanandava
Anataky;Tanandava
Ambatosola;Tanandava
Mahatsinjo;Tanandava
Besakoa Soaravy I;Tanandava
Besakoa Soaravy II;Tanandava
Ambararata Toby II;Tanandava
Ambararata Toby I;Tanandava
Andromasy;Tanandava
Andriapitoarivo;Tatamalaza
Tsimadilo;Tatamalaza
Antaponikelipetaka;Tatamalaza
Ampihaonana;Toamasina Suburbaine
Ranomena II;Toamasina Suburbaine
Miantsoarivo;Tritriva
Ambohimanga;Tritriva
Faravohitra;Tritriva
Loharano;Tritriva
Ambohitsara;Tritriva
Ambohimahavelona;Tsaratanana I
Ampakobe I;Tsaratanana I
Andilamihoatra;Tsaratanana I
Anjiajia;Tsaratanana I
Zafindrazaka;Tsaratanana I
Ambohibary;Tsarazaza
Ankazondrano;Tsarazaza
Ambalamilolona;Tsarazaza
Amboaroy;Tsarazaza
Zanakandrianjaka;Tsarazaza
Anabovo Sud;Tsihombe
Beavoha Nord;Tsihombe
Sihanamena Marobey;Tsihombe
Belemboka;Tsihombe
Sihanamena Marolava Ouest;Tsihombe
Tambanditse Ankarandoha;Tsihombe
Tsihombe II;Tsihombe
Tsihombe Centre;Tsihombe
Tsihombe I;Tsihombe
Sihanamena Marofohy;Tsihombe
Soamarama;Tanandava
Anadabolava Beakondro;Tanandava
Ambirimena I;Tanandava
Tanandava;Tanandava
Belamoty;Tanandava
Antsovela Ville;Tanandava Sud
Elomaka;Tanandava Sud
Antsovela Sama;Tanandava Sud
Evoahazo;Tanandava Sud
Tanandava Sud I;Tanandava Sud
Ankara Berano;Tanandava Sud
Berano Ville;Tanandava Sud
Berano Anja;Tanandava Sud
Maroaiky I;Tanandava Sud
Maroaiky II;Tanandava Sud
Manitsevo;Tanandava Sud
Ambolovohitse Ville;Tanandava Sud
Bevoangy;Tanandava Sud
Ambolovohitse Tanamiary;Tanandava Sud
Ampotobato;Tanandava Sud
Ambaniza Morafeno;Tanandava Sud
Andavaboay;Tanandava Sud
Bebea;Tanandava Sud
Belavenoka Atsimo;Tanandava Sud
Ambasy;Tanandava Sud
Maroloha;Tanandava Sud
Vohibary;Tanandava Sud
Tanandava Sud II;Tanandava Sud
Besariaka;Tanandava
Tanambao Sud;Tanandava
Andapahely;Tanandava
Andapakova;Tanandava
Ambalavoanio;Tanandava
Antsahameloka;Tanandava
Antanamangotroka;Tanandava
Betabika;Tandrano
Tsitanandro;Tandrano
Haminy;Tandrano
Ankilivondraky;Tandrano
Soarano;Tandrano
Ampandramitsetaky;Tandrano
Analabo;Tandrano
Antsoha;Tandrano
Ankeriky;Tandrano
Mahazoarivo;Tandrano
Ankapoaky;Tandrano
Mikaiky;Tandrano
Tandrano;Tandrano
Andranomanintsy;Tandrano
Angavo;Tandrano
Beamalo;Tandrano
Ankazosay;Tangainony
Mahatsinjo;Tangainony
Andramena;Tangainony
Namohora;Tangainony
Antsiragna;Tangainony
Marozano;Tangainony
Tangainony Centre;Tangainony
Vohibitro;Tangainony
Marohaka;Tangainony
Ekavy;Tangainony
Andranomangatsiaka;Tangainony
Ambamaho;Tanibe
Ambalafefy;Tanibe
Antanambao II;Tanibe
Ambodivoandrozana;Tanibe
Anteninkely;Tanibe
Ambodirotro;Tanibe
Ampisokina;Tanibe
Tanibe;Tanibe
Analanambola;Tanibe
Fahitrosy;Tanibe
Antanambehely;Tanibe
Tanjombato Iraitsimivaky;Tanjombato
Andafiatsimo Mijoro;Tanjombato
Ankazotelo;Tankafatra
Tankafatra Nord;Tankafatra
Tankafatra Sud;Tankafatra
Tankafatra Centre;Tankafatra
Ampangabe I;Tankafatra
Ampangabe II;Tankafatra
Andranofankatia;Tankafatra
Analandambo;Tankafatra
Anosivola;Tankafatra
Andohariana;Tankafatra
Morarano Soafiraisana;Tankafatra
Analamihoatra;Tankafatra
Anovondriana;Tankafatra
Kelilalina;Tankafatra
Ambohimandroso;Tataho
Masiakakoho;Tataho
Mahatsinjoriaka;Tataho
Andromba;Tataho
Ambodimanga;Tataho
